bin_low_edge,contents,binerror,xtitle,binlabel
204.5,0.0,0.0,,
205.5,2.0,1.4142135623730951,,
206.5,0.0,0.0,,
207.5,0.0,0.0,,
208.5,5.0,2.23606797749979,,
209.5,0.0,0.0,,
210.5,0.0,0.0,,
211.5,0.0,0.0,,
212.5,0.0,0.0,,
213.5,5.0,2.23606797749979,,
214.5,0.0,0.0,,
215.5,0.0,0.0,,
216.5,0.0,0.0,,
217.5,0.0,0.0,,
218.5,0.0,0.0,,
219.5,0.0,0.0,,
220.5,0.0,0.0,,
221.5,0.0,0.0,,
222.5,0.0,0.0,,
223.5,0.0,0.0,,
224.5,0.0,0.0,,
225.5,0.0,0.0,,
226.5,3.0,1.7320508075688772,,
227.5,0.0,0.0,,
