bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,,
-0.5,43.0,6.557438524302,,
0.5,5.0,2.23606797749979,,
1.5,5.0,2.23606797749979,,
2.5,11.0,3.3166247903554,,
3.5,19.0,4.358898943540674,,
4.5,4.0,2.0,,
5.5,13.0,3.605551275463989,,
6.5,5.0,2.23606797749979,,
7.5,2.0,1.4142135623730951,,
8.5,4.0,2.0,,
9.5,1.0,1.0,,
10.5,0.0,0.0,,
11.5,1.0,1.0,,
12.5,3.0,1.7320508075688772,,
13.5,1.0,1.0,,
14.5,0.0,0.0,,
15.5,12.0,3.4641016151377544,,
16.5,0.0,0.0,,
17.5,3.0,1.7320508075688772,,
18.5,1.0,1.0,,
19.5,0.0,0.0,,
