bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,,
-0.5,29.0,5.385164807134504,,
0.5,23.0,4.795831523312719,,
1.5,6.0,2.449489742783178,,
2.5,7.0,2.6457513110645907,,
3.5,13.0,3.605551275463989,,
4.5,6.0,2.449489742783178,,
5.5,8.0,2.8284271247461903,,
6.5,13.0,3.605551275463989,,
7.5,3.0,1.7320508075688772,,
8.5,11.0,3.3166247903554,,
9.5,5.0,2.23606797749979,,
10.5,4.0,2.0,,
11.5,0.0,0.0,,
12.5,2.0,1.4142135623730951,,
13.5,1.0,1.0,,
14.5,0.0,0.0,,
15.5,2.0,1.4142135623730951,,
16.5,0.0,0.0,,
