bin_low_edge,contents,binerror,xtitle,binlabel
-16.5,0.0,0.0,inferred - true,
-15.5,0.005,0.005,inferred - true,
-14.5,0.0,0.0,inferred - true,
-13.5,0.0,0.0,inferred - true,
-12.5,0.0,0.0,inferred - true,
-11.5,0.0,0.0,inferred - true,
-10.5,0.005,0.005,inferred - true,
-9.5,0.0,0.0,inferred - true,
-8.5,0.01,0.007071067811865475,inferred - true,
-7.5,0.005,0.005,inferred - true,
-6.5,0.005,0.005,inferred - true,
-5.5,0.0,0.0,inferred - true,
-4.5,0.065,0.018027756377319945,inferred - true,
-3.5,0.09,0.021213203435596423,inferred - true,
-2.5,0.08,0.02,inferred - true,
-1.5,0.085,0.020615528128088305,inferred - true,
-0.5,0.485,0.04924428900898052,inferred - true,
0.5,0.08,0.02,inferred - true,
1.5,0.03,0.01224744871391589,inferred - true,
2.5,0.005,0.005,inferred - true,
3.5,0.035,0.013228756555322954,inferred - true,
4.5,0.0,0.0,inferred - true,
5.5,0.0,0.0,inferred - true,
6.5,0.01,0.007071067811865475,inferred - true,
7.5,0.005,0.005,inferred - true,
8.5,0.0,0.0,inferred - true,
