bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,hamming distance,
-0.5,0.725,0.06020797289396148,hamming distance,
0.5,0.0,0.0,hamming distance,
1.5,0.005,0.005,hamming distance,
2.5,0.03,0.01224744871391589,hamming distance,
3.5,0.035,0.013228756555322954,hamming distance,
4.5,0.015,0.008660254037844387,hamming distance,
5.5,0.005,0.005,hamming distance,
6.5,0.02,0.01,hamming distance,
7.5,0.0,0.0,hamming distance,
8.5,0.0,0.0,hamming distance,
9.5,0.005,0.005,hamming distance,
10.5,0.04,0.01414213562373095,hamming distance,
11.5,0.0,0.0,hamming distance,
12.5,0.0,0.0,hamming distance,
13.5,0.035,0.013228756555322954,hamming distance,
14.5,0.0,0.0,hamming distance,
15.5,0.01,0.007071067811865475,hamming distance,
16.5,0.0,0.0,hamming distance,
17.5,0.01,0.007071067811865475,hamming distance,
18.5,0.015,0.008660254037844387,hamming distance,
19.5,0.0,0.0,hamming distance,
20.5,0.0,0.0,hamming distance,
21.5,0.015,0.008660254037844387,hamming distance,
22.5,0.005,0.005,hamming distance,
23.5,0.0,0.0,hamming distance,
24.5,0.005,0.005,hamming distance,
25.5,0.0,0.0,hamming distance,
26.5,0.01,0.007071067811865475,hamming distance,
27.5,0.0,0.0,hamming distance,
28.5,0.0,0.0,hamming distance,
29.5,0.0,0.0,hamming distance,
30.5,0.0,0.0,hamming distance,
31.5,0.0,0.0,hamming distance,
32.5,0.0,0.0,hamming distance,
33.5,0.0,0.0,hamming distance,
34.5,0.0,0.0,hamming distance,
35.5,0.0,0.0,hamming distance,
36.5,0.0,0.0,hamming distance,
37.5,0.0,0.0,hamming distance,
38.5,0.0,0.0,hamming distance,
39.5,0.0,0.0,hamming distance,
40.5,0.015,0.008660254037844387,hamming distance,
41.5,0.0,0.0,hamming distance,
