bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,hamming distance,
-0.5,0.145,0.02692582403567252,hamming distance,
0.5,0.16,0.0282842712474619,hamming distance,
1.5,0.105,0.0229128784747792,hamming distance,
2.5,0.19,0.03082207001484488,hamming distance,
3.5,0.08,0.02,hamming distance,
4.5,0.08,0.02,hamming distance,
5.5,0.065,0.018027756377319945,hamming distance,
6.5,0.04,0.01414213562373095,hamming distance,
7.5,0.025,0.01118033988749895,hamming distance,
8.5,0.01,0.007071067811865475,hamming distance,
9.5,0.01,0.007071067811865475,hamming distance,
10.5,0.02,0.01,hamming distance,
11.5,0.015,0.008660254037844387,hamming distance,
12.5,0.015,0.008660254037844387,hamming distance,
13.5,0.005,0.005,hamming distance,
14.5,0.01,0.007071067811865475,hamming distance,
15.5,0.0,0.0,hamming distance,
16.5,0.015,0.008660254037844387,hamming distance,
17.5,0.005,0.005,hamming distance,
18.5,0.005,0.005,hamming distance,
19.5,0.0,0.0,hamming distance,
