bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,hamming distance,
-0.5,0.8138297872340425,0.06579423870666479,hamming distance,
0.5,0.0,0.0,hamming distance,
1.5,0.010638297872340425,0.0075224125658143355,hamming distance,
2.5,0.010638297872340425,0.0075224125658143355,hamming distance,
3.5,0.031914893617021274,0.013029200759484988,hamming distance,
4.5,0.0,0.0,hamming distance,
5.5,0.005319148936170213,0.005319148936170213,hamming distance,
6.5,0.03723404255319149,0.014073145271620163,hamming distance,
7.5,0.0,0.0,hamming distance,
8.5,0.0,0.0,hamming distance,
9.5,0.0,0.0,hamming distance,
10.5,0.02127659574468085,0.010638297872340425,hamming distance,
11.5,0.0,0.0,hamming distance,
12.5,0.0,0.0,hamming distance,
13.5,0.010638297872340425,0.0075224125658143355,hamming distance,
14.5,0.0,0.0,hamming distance,
15.5,0.02127659574468085,0.010638297872340425,hamming distance,
16.5,0.0,0.0,hamming distance,
17.5,0.0,0.0,hamming distance,
18.5,0.0,0.0,hamming distance,
19.5,0.0,0.0,hamming distance,
20.5,0.0,0.0,hamming distance,
21.5,0.005319148936170213,0.005319148936170213,hamming distance,
22.5,0.005319148936170213,0.005319148936170213,hamming distance,
23.5,0.0,0.0,hamming distance,
24.5,0.0,0.0,hamming distance,
25.5,0.0,0.0,hamming distance,
26.5,0.005319148936170213,0.005319148936170213,hamming distance,
27.5,0.010638297872340425,0.0075224125658143355,hamming distance,
28.5,0.0,0.0,hamming distance,
29.5,0.0,0.0,hamming distance,
30.5,0.005319148936170213,0.005319148936170213,hamming distance,
31.5,0.0,0.0,hamming distance,
32.5,0.0,0.0,hamming distance,
33.5,0.0,0.0,hamming distance,
34.5,0.0,0.0,hamming distance,
35.5,0.0,0.0,hamming distance,
36.5,0.0,0.0,hamming distance,
37.5,0.005319148936170213,0.005319148936170213,hamming distance,
38.5,0.0,0.0,hamming distance,
