bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,hamming distance,
-0.5,0.5851063829787234,0.05578770468990168,hamming distance,
0.5,0.0,0.0,hamming distance,
1.5,0.0,0.0,hamming distance,
2.5,0.03723404255319149,0.014073145271620163,hamming distance,
3.5,0.005319148936170213,0.005319148936170213,hamming distance,
4.5,0.015957446808510637,0.009213036210472751,hamming distance,
5.5,0.015957446808510637,0.009213036210472751,hamming distance,
6.5,0.0425531914893617,0.015044825131628671,hamming distance,
7.5,0.010638297872340425,0.0075224125658143355,hamming distance,
8.5,0.005319148936170213,0.005319148936170213,hamming distance,
9.5,0.010638297872340425,0.0075224125658143355,hamming distance,
10.5,0.026595744680851064,0.011893978603722285,hamming distance,
11.5,0.047872340425531915,0.01595744680851064,hamming distance,
12.5,0.0,0.0,hamming distance,
13.5,0.015957446808510637,0.009213036210472751,hamming distance,
14.5,0.005319148936170213,0.005319148936170213,hamming distance,
15.5,0.015957446808510637,0.009213036210472751,hamming distance,
16.5,0.0,0.0,hamming distance,
17.5,0.015957446808510637,0.009213036210472751,hamming distance,
18.5,0.0,0.0,hamming distance,
19.5,0.005319148936170213,0.005319148936170213,hamming distance,
20.5,0.005319148936170213,0.005319148936170213,hamming distance,
21.5,0.0,0.0,hamming distance,
22.5,0.010638297872340425,0.0075224125658143355,hamming distance,
23.5,0.0,0.0,hamming distance,
24.5,0.02127659574468085,0.010638297872340425,hamming distance,
25.5,0.0,0.0,hamming distance,
26.5,0.0,0.0,hamming distance,
27.5,0.005319148936170213,0.005319148936170213,hamming distance,
28.5,0.0,0.0,hamming distance,
29.5,0.005319148936170213,0.005319148936170213,hamming distance,
30.5,0.005319148936170213,0.005319148936170213,hamming distance,
31.5,0.0,0.0,hamming distance,
32.5,0.010638297872340425,0.0075224125658143355,hamming distance,
33.5,0.0,0.0,hamming distance,
34.5,0.0,0.0,hamming distance,
35.5,0.0,0.0,hamming distance,
36.5,0.0,0.0,hamming distance,
37.5,0.0,0.0,hamming distance,
38.5,0.0,0.0,hamming distance,
39.5,0.0,0.0,hamming distance,
40.5,0.0,0.0,hamming distance,
41.5,0.0,0.0,hamming distance,
42.5,0.0,0.0,hamming distance,
43.5,0.0,0.0,hamming distance,
44.5,0.005319148936170213,0.005319148936170213,hamming distance,
45.5,0.005319148936170213,0.005319148936170213,hamming distance,
46.5,0.0,0.0,hamming distance,
47.5,0.0,0.0,hamming distance,
48.5,0.0,0.0,hamming distance,
49.5,0.0425531914893617,0.015044825131628671,hamming distance,
50.5,0.0,0.0,hamming distance,
51.5,0.0,0.0,hamming distance,
52.5,0.0,0.0,hamming distance,
53.5,0.0,0.0,hamming distance,
54.5,0.0,0.0,hamming distance,
55.5,0.0,0.0,hamming distance,
56.5,0.0,0.0,hamming distance,
57.5,0.0,0.0,hamming distance,
58.5,0.0,0.0,hamming distance,
59.5,0.0,0.0,hamming distance,
60.5,0.005319148936170213,0.005319148936170213,hamming distance,
61.5,0.0,0.0,hamming distance,
62.5,0.0,0.0,hamming distance,
63.5,0.010638297872340425,0.0075224125658143355,hamming distance,
64.5,0.0,0.0,hamming distance,
65.5,0.0,0.0,hamming distance,
66.5,0.0,0.0,hamming distance,
67.5,0.0,0.0,hamming distance,
68.5,0.0,0.0,hamming distance,
69.5,0.0,0.0,hamming distance,
70.5,0.0,0.0,hamming distance,
71.5,0.0,0.0,hamming distance,
72.5,0.0,0.0,hamming distance,
73.5,0.0,0.0,hamming distance,
74.5,0.005319148936170213,0.005319148936170213,hamming distance,
75.5,0.0,0.0,hamming distance,
