bin_low_edge,contents,binerror,xtitle,binlabel
-9.5,0.0,0.0,inferred - true,
-8.5,0.005319148936170213,0.005319148936170213,inferred - true,
-7.5,0.005319148936170213,0.005319148936170213,inferred - true,
-6.5,0.0,0.0,inferred - true,
-5.5,0.06914893617021277,0.019178464231191433,inferred - true,
-4.5,0.005319148936170213,0.005319148936170213,inferred - true,
-3.5,0.05319148936170213,0.016820625851959467,inferred - true,
-2.5,0.14893617021276595,0.028146290543240325,inferred - true,
-1.5,0.07446808510638298,0.019902432908372028,inferred - true,
-0.5,0.4627659574468085,0.049613718367493696,inferred - true,
0.5,0.06382978723404255,0.018426072420945502,inferred - true,
1.5,0.026595744680851064,0.011893978603722285,inferred - true,
2.5,0.031914893617021274,0.013029200759484988,inferred - true,
3.5,0.015957446808510637,0.009213036210472751,inferred - true,
4.5,0.0,0.0,inferred - true,
5.5,0.0,0.0,inferred - true,
6.5,0.005319148936170213,0.005319148936170213,inferred - true,
7.5,0.0,0.0,inferred - true,
8.5,0.005319148936170213,0.005319148936170213,inferred - true,
9.5,0.0,0.0,inferred - true,
10.5,0.0,0.0,inferred - true,
11.5,0.02127659574468085,0.010638297872340425,inferred - true,
12.5,0.005319148936170213,0.005319148936170213,inferred - true,
13.5,0.0,0.0,inferred - true,
