bin_low_edge,contents,binerror,xtitle,binlabel
-0.005,0.0,0.0,,
0.0,0.21052631578947367,0.45883146774112354,,
0.005,0.0,0.0,,
0.01,0.0,0.0,,
0.015,0.0,0.0,,
0.02,0.0,0.0,,
0.025,0.0,0.0,,
0.03,0.0,0.0,,
0.035,0.0,0.0,,
0.04,0.045112781954887216,0.2123976976214366,,
0.045,0.007518796992481203,0.086710996952412,,
0.05,0.0,0.0,,
0.055,0.0,0.0,,
0.06,0.022556390977443608,0.15018785229652765,,
0.065,0.022556390977443608,0.15018785229652765,,
0.07,0.015037593984962405,0.12262786789699316,,
0.075,0.05263157894736842,0.22941573387056177,,
0.08,0.03759398496240601,0.19389168358237033,,
0.085,0.0,0.0,,
0.09,0.03007518796992481,0.173421993904824,,
0.095,0.015037593984962405,0.12262786789699316,,
0.1,0.007518796992481203,0.086710996952412,,
0.105,0.0,0.0,,
0.11,0.015037593984962405,0.12262786789699316,,
0.115,0.0,0.0,,
0.12,0.0,0.0,,
0.125,0.045112781954887216,0.2123976976214366,,
0.13,0.03007518796992481,0.173421993904824,,
0.135,0.007518796992481203,0.086710996952412,,
0.14,0.03759398496240601,0.19389168358237033,,
0.145,0.0,0.0,,
0.15,0.06015037593984962,0.24525573579398632,,
0.155,0.0,0.0,,
0.16,0.015037593984962405,0.12262786789699316,,
0.165,0.06015037593984962,0.24525573579398632,,
0.17,0.0,0.0,,
0.17500000000000002,0.05263157894736842,0.22941573387056177,,
0.18,0.0,0.0,,
0.185,0.007518796992481203,0.086710996952412,,
0.19,0.007518796992481203,0.086710996952412,,
0.195,0.0,0.0,,
0.2,0.022556390977443608,0.15018785229652765,,
0.20500000000000002,0.015037593984962405,0.12262786789699316,,
0.21,0.022556390977443608,0.15018785229652765,,
0.215,0.0,0.0,,
0.22,0.015037593984962405,0.12262786789699316,,
0.225,0.0,0.0,,
0.23,0.03759398496240601,0.19389168358237033,,
0.23500000000000001,0.015037593984962405,0.12262786789699316,,
0.24,0.0,0.0,,
0.245,0.0,0.0,,
0.25,0.015037593984962405,0.12262786789699316,,
0.255,0.0,0.0,,
0.26,0.0,0.0,,
0.265,0.022556390977443608,0.15018785229652765,,
0.27,0.0,0.0,,
0.275,0.0,0.0,,
0.28,0.0,0.0,,
0.28500000000000003,0.007518796992481203,0.086710996952412,,
0.29,0.0,0.0,,
0.295,0.0,0.0,,
0.3,0.0,0.0,,
0.305,0.0,0.0,,
0.31,0.007518796992481203,0.086710996952412,,
0.315,0.007518796992481203,0.086710996952412,,
0.32,0.007518796992481203,0.086710996952412,,
0.325,0.0,0.0,,
0.33,0.0,0.0,,
0.335,0.0,0.0,,
0.34,0.0,0.0,,
0.34500000000000003,0.0,0.0,,
0.35000000000000003,0.0,0.0,,
0.355,0.0,0.0,,
0.36,0.0,0.0,,
0.365,0.0,0.0,,
0.37,0.0,0.0,,
0.375,0.0,0.0,,
0.38,0.0,0.0,,
0.385,0.0,0.0,,
0.39,0.0,0.0,,
0.395,0.0,0.0,,
0.4,0.0,0.0,,
0.405,0.0,0.0,,
0.41000000000000003,0.0,0.0,,
0.41500000000000004,0.0,0.0,,
0.42,0.0,0.0,,
0.425,0.0,0.0,,
0.43,0.0,0.0,,
0.435,0.0,0.0,,
0.44,0.0,0.0,,
0.445,0.0,0.0,,
0.45,0.0,0.0,,
0.455,0.0,0.0,,
0.46,0.0,0.0,,
0.465,0.0,0.0,,
0.47000000000000003,0.0,0.0,,
0.47500000000000003,0.0,0.0,,
0.48,0.0,0.0,,
0.485,0.0,0.0,,
0.49,0.0,0.0,,
0.495,0.0,0.0,,
0.5,0.0,0.0,,
