bin_low_edge,contents,binerror,xtitle,binlabel
-0.5,0.0,0.0,,
0.5,5.0,2.23606797749979,,IGHD1-1*01
1.5,5.0,2.23606797749979,,IGHD1-26*01
2.5,5.0,2.23606797749979,,IGHD2-15*01
3.5,9.0,3.0,,IGHD2-2*02
4.5,5.0,2.23606797749979,,IGHD2-2*03
5.5,13.0,3.605551275463989,,IGHD3-10*01
6.5,9.0,3.0,,IGHD3-16*02
7.5,6.0,2.449489742783178,,IGHD3-22*01
8.5,13.0,3.605551275463989,,IGHD3-3*01
9.5,5.0,2.23606797749979,,IGHD3-3*02
10.5,3.0,1.7320508075688772,,IGHD3-9*01
11.5,10.0,3.1622776601683795,,IGHD4-17*01
12.5,3.0,1.7320508075688772,,IGHD4-23*01
13.5,5.0,2.23606797749979,,IGHD5-12*01
14.5,5.0,2.23606797749979,,IGHD5-5*01
15.5,15.0,3.872983346207417,,IGHD6-13*01
16.5,12.0,3.4641016151377544,,IGHD6-19*01
17.5,5.0,2.23606797749979,,IGHD6-25*01
18.5,0.0,0.0,,
