bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,,
-0.5,50.0,7.0710678118654755,,
0.5,2.0,1.4142135623730951,,
1.5,1.0,1.0,,
2.5,12.0,3.4641016151377544,,
3.5,22.0,4.69041575982343,,
4.5,2.0,1.4142135623730951,,
5.5,13.0,3.605551275463989,,
6.5,5.0,2.23606797749979,,
7.5,1.0,1.0,,
8.5,4.0,2.0,,
9.5,2.0,1.4142135623730951,,
10.5,1.0,1.0,,
11.5,1.0,1.0,,
12.5,0.0,0.0,,
13.5,1.0,1.0,,
14.5,0.0,0.0,,
15.5,13.0,3.605551275463989,,
16.5,2.0,1.4142135623730951,,
17.5,0.0,0.0,,
18.5,1.0,1.0,,
19.5,0.0,0.0,,
